x,y,temperature
181,1,93.934867635758
182,1,93.837880158179
183,1,93.719118510746
184,1,93.573345843166
185,1,93.393813298105
186,1,93.171688351729
187,1,92.895198799156
188,1,92.548311912491
189,1,92.108624864244
190,1,91.543857517903
191,1,90.805739752148
192,1,89.818743122228
193,1,88.457870348178
194,1,86.501255962212
195,1,83.519214758788
196,1,78.586276989509
197,1,69.448073388899
198,1,49.841202525154
199,1,0

0,2,0
1,2,29.918319538805
2,2,49.367971814475
3,2,61.382536886664
4,2,68.995579288062
5,2,74.035697710776
6,2,77.520709929544
7,2,80.022015334145
8,2,81.872387702825
9,2,83.274417307319
10,2,84.35694630923
11,2,85.205243147667
12,2,85.877752721958
13,2,86.415771546758
14,2,86.849254322665
15,2,87.200424162674
16,2,87.486090328282
17,2,87.719179735269
18,2,87.909775543753
19,2,88.065838174482
20,2,88.193716611833
21,2,88.298518090626
22,2,88.38438018516
23,2,88.454674369399
24,2,88.512160621923
25,2,88.55910649169
26,2,88.597379971237
27,2,88.628522787844
28,2,88.653808854249
29,2,88.674291325556
30,2,88.690840799669
31,2,88.70417655239
32,2,88.714892233727
33,2,88.723477114485
34,2,88.730333724391
35,2,88.735792539269
36,2,88.740124237139
37,2,88.74354993889
38,2,88.746249769469
39,2,88.748370013811
40,2,88.750029093429
41,2,88.751322551285
42,2,88.752327201842
43,2,88.753104578228
44,2,88.753703787953
45,2,88.754163871582
46,2,88.754515744465
47,2,88.754783789592
48,2,88.754987159344
49,2,88.75514083514
50,2,88.755256486469
51,2,88.755343164326
52,2,88.755407858515
53,2,88.755455943554
54,2,88.755491533803
55,2,88.755517764988
56,2,88.755537016316
57,2,88.755551084893
58,2,88.755561322007
59,2,88.755568739116
60,2,88.755574089855
61,2,88.755577933184
62,2,88.755580681771
63,2,88.755582638869
64,2,88.755584026301
65,2,88.755585005566
66,2,88.7555856937
67,2,88.755586175121
68,2,88.755586510436
69,2,88.755586742951
70,2,88.755586903465
71,2,88.755587013781
72,2,88.755587089259
73,2,88.755587140671
74,2,88.755587175533
75,2,88.755587199066
76,2,88.755587214881
77,2,88.755587225462
78,2,88.755587232508
79,2,88.75558723718
80,2,88.755587240263
81,2,88.755587242289
82,2,88.755587243614
83,2,88.755587244477
84,2,88.755587245036
85,2,88.755587245396
86,2,88.755587245628
87,2,88.755587245776
88,2,88.755587245871
89,2,88.75558724593
90,2,88.755587245968
91,2,88.755587245992
92,2,88.755587246006
93,2,88.755587246016
94,2,88.755587246021
95,2,88.755587246025
96,2,88.755587246027
97,2,88.755587246028
98,2,88.755587246029
99,2,88.755587246029
100,2,88.755587246029
101,2,88.755587246029
102,2,88.755587246028
103,2,88.755587246027
104,2,88.755587246025
105,2,88.755587246021
106,2,88.755587246016
107,2,88.755587246006
108,2,88.755587245992
109,2,88.755587245968
110,2,88.75558724593
111,2,88.755587245871
112,2,88.755587245776
113,2,88.755587245628
114,2,88.755587245396
115,2,88.755587245036
116,2,88.755587244477
117,2,88.755587243614
118,2,88.755587242289
119,2,88.755587240263
120,2,88.75558723718
121,2,88.755587232508
122,2,88.755587225462
123,2,88.755587214881
124,2,88.755587199066
125,2,88.755587175533
126,2,88.755587140671
127,2,88.755587089259
128,2,88.755587013781
129,2,88.755586903465
130,2,88.755586742951
131,2,88.755586510436
132,2,88.755586175121
133,2,88.7555856937
134,2,88.755585005566
135,2,88.755584026301
136,2,88.755582638869
137,2,88.755580681771
138,2,88.755577933184
139,2,88.755574089855
140,2,88.755568739116
141,2,88.755561322007
142,2,88.755551084893
143,2,88.755537016316
144,2,88.755517764988
145,2,88.755491533803
146,2,88.755455943554
147,2,88.755407858515
148,2,88.755343164326
149,2,88.755256486469
150,2,88.75514083514
151,2,88.754987159344
152,2,88.754783789592
153,2,88.754515744465
154,2,88.754163871582
155,2,88.753703787953
156,2,88.753104578228
157,2,88.752327201842
158,2,88.751322551285
159,2,88.750029093429
160,2,88.748370013811
161,2,88.746249769469
162,2,88.74354993889
163,2,88.740124237139
164,2,88.735792539269
165,2,88.730333724391
166,2,88.723477114485
167,2,88.714892233727
168,2,88.70417655239
169,2,88.690840799669
170,2,88.674291325556
171,2,88.653808854249
172,2,88.628522787844
173,2,88.597379971237
174,2,88.55910649169
175,2,88.512160621923
176,2,88.454674369399
177,2,88.38438018516
178,2,88.298518090626
179,2,88.193716611833
180,2,88.065838174482
181,2,87.909775543753
182,2,87.719179735269
183,2,87.486090328282
184,2,87.200424162674
185,2,86.849254322665
186,2,86.415771546758
187,2,85.877752721958
188,2,85.205243147667
189,2,84.35694630923
190,2,83.274417307319
191,2,81.872387702825
192,2,80.022015334145
193,2,77.520709929544
194,2,74.035697710776
195,2,68.995579288062
196,2,61.382536886664
197,2,49.367971814475
198,2,29.918319538805
199,2,0

0,3,0
1,3,20.467245827937
2,3,36.729225824544
3,3,48.58968315036
4,3,57.057280803395
5,3,63.140647707286
6,3,67.585573735732
7,3,70.897367349691
8,3,73.411257401771
9,3,75.350981961604
10,3,76.868514150727
11,3,78.069363665293
12,3,79.028459656787
13,3,79.800181923541
14,3,80.424794572813
15,3,80.932652986854
16,3,81.347012112473
17,3,81.685940042205
18,3,81.963648074992
19,3,82.191432783833
20,3,82.378355231876
21,3,82.531738916752
22,3,82.657540579422
23,3,82.760630415027
24,3,82.845006741574
25,3,82.913962567674
26,3,82.970216372007
27,3,83.01601590268
28,3,83.053221377603
29,3,83.083372764954
30,3,83.107744615262
31,3,83.127391050574
32,3,83.14318288858
33,3,83.15583842039
34,3,83.165949021346
35,3,83.174000521269
36,3,83.180391069936
37,3,83.185446088682
38,3,83.189430787554
39,3,83.19256064088
40,3,83.195010145983
41,3,83.196920135601
42,3,83.198403870891
43,3,83.199552106314
44,3,83.200437288327
45,3,83.201117025352
46,3,83.201636945892
47,3,83.202033044227
48,3,83.202333598242
49,3,83.202560731174
50,3,83.202731678107
51,3,83.202859808652
52,3,83.202955449088
53,3,83.203026540332
54,3,83.203079162081
55,3,83.203117948406
56,3,83.203146415712
57,3,83.203167220312
58,3,83.203182359722
59,3,83.203193329226
60,3,83.203201243042
61,3,83.203206927624
62,3,83.203210993163
63,3,83.203213888094
64,3,83.203215940451
65,3,83.203217389078
66,3,83.203218407068
67,3,83.203219119281
68,3,83.203219615359
69,3,83.203219959359
70,3,83.203220196843
71,3,83.203220360062
72,3,83.203220471739
73,3,83.203220547809
74,3,83.203220599393
75,3,83.203220634215
76,3,83.203220657617
77,3,83.203220673273
78,3,83.2032206837
79,3,83.203220690614
80,3,83.203220695176
81,3,83.203220698174
82,3,83.203220700135
83,3,83.203220701411
84,3,83.203220702239
85,3,83.203220702773
86,3,83.203220703116
87,3,83.203220703335
88,3,83.203220703474
89,3,83.203220703563
90,3,83.203220703619
91,3,83.203220703654
92,3,83.203220703675
93,3,83.203220703689
94,3,83.203220703697
95,3,83.203220703703
96,3,83.203220703706
97,3,83.203220703708
98,3,83.203220703709
99,3,83.203220703709
100,3,83.203220703709
101,3,83.203220703709
102,3,83.203220703708
103,3,83.203220703706
104,3,83.203220703703
105,3,83.203220703697
106,3,83.203220703689
107,3,83.203220703675
108,3,83.203220703654
109,3,83.203220703619
110,3,83.203220703563
111,3,83.203220703474
112,3,83.203220703335
113,3,83.203220703116
114,3,83.203220702773
115,3,83.203220702239
116,3,83.203220701411
117,3,83.203220700135
118,3,83.203220698174
119,3,83.203220695176
120,3,83.203220690614
121,3,83.2032206837
122,3,83.203220673273
123,3,83.203220657617
124,3,83.203220634215
125,3,83.203220599393
126,3,83.203220547809
127,3,83.203220471739
128,3,83.203220360062
129,3,83.203220196843
130,3,83.203219959359
131,3,83.203219615359
132,3,83.203219119281
133,3,83.203218407068
134,3,83.203217389078
135,3,83.203215940451
136,3,83.203213888094
137,3,83.203210993163
138,3,83.203206927624
139,3,83.203201243042
140,3,83.203193329226
141,3,83.203182359722
142,3,83.203167220312
143,3,83.203146415712
144,3,83.203117948406
145,3,83.203079162081
146,3,83.203026540332
147,3,83.202955449088
148,3,83.202859808652
149,3,83.202731678107
150,3,83.202560731174
151,3,83.202333598242
152,3,83.202033044227
153,3,83.201636945892
154,3,83.201117025352
155,3,83.200437288327
156,3,83.199552106314
157,3,83.198403870891
158,3,83.196920135601
159,3,83.195010145983
160,3,83.19256064088
161,3,83.189430787554
162,3,83.185446088682
163,3,83.180391069936
164,3,83.174000521269
165,3,83.165949021346
166,3,83.15583842039
167,3,83.14318288858
168,3,83.127391050574
169,3,83.107744615262
170,3,83.083372764954
171,3,83.053221377603
172,3,83.01601590268
173,3,82.970216372007
174,3,82.913962567674
175,3,82.845006741574
176,3,82.760630415027
177,3,82.657540579422
178,3,82.531738916752
179,3,82.378355231876
180,3,82.191432783833
181,3,81.963648074992
182,3,81.685940042205
183,3,81.347012112473
184,3,80.932652986854
185,3,80.424794572813
186,3,79.800181923541
187,3,79.028459656787
188,3,78.069363665293
189,3,76.868514150727
190,3,75.350981961604
191,3,73.411257401771
192,3,70.897367349691
193,3,67.585573735732
194,3,63.140647707286
195,3,57.057280803395
196,3,48.58968315036
197,3,36.729225824544
198,3,20.467245827937
199,3,0

0,4,0
1,4,15.226092450292
2,4,28.501288334729
3,4,39.203560240483
4,4,47.521601397093
5,4,53.906854793023
6,4,58.810704920543
7,4,62.601949227586
8,4,65.559666326321
9,4,67.889001735535
10,4,69.739745615885
11,4,71.221755850912
12,4,72.41640671922
13,4,73.384721962888
14,4,74.17306466409
15,4,74.817112847606
16,4,75.344654236272
17,4,75.77757056964
18,4,76.133263432985
19,4,76.425692041236
20,4,76.666138582084
21,4,76.86378006852
22,4,77.02612111597
23,4,77.15932553803
24,4,77.268473436357
25,4,77.357762768999
26,4,77.430669054818
27,4,77.490073144794
28,4,77.538364357363
29,4,77.577524395656
30,4,77.609196111028
31,4,77.634740193743
32,4,77.655282150748
33,4,77.671751397523
34,4,77.684913893686
35,4,77.695399453261
36,4,77.703724633787
37,4,77.710311934819
38,4,77.715505901979
39,4,77.719586627616
40,4,77.722781055998
41,4,77.725272434375
42,4,77.727208197332
43,4,77.72870652765
44,4,77.7298618002
45,4,77.730749084731
46,4,77.731427857438
47,4,77.731945049113
48,4,77.732337538761
49,4,77.732634185317
50,4,77.732857476053
51,4,77.733024858211
52,4,77.733149809946
53,4,77.7332426977
54,4,77.733311459428
55,4,77.733362146477
56,4,77.733399351325
57,4,77.733426543585
58,4,77.733446332676
59,4,77.733460672149
60,4,77.733471017845
61,4,77.733478449722
62,4,77.733483765205
63,4,77.733487550382
64,4,77.733490234015
65,4,77.733492128311
66,4,77.733493459547
67,4,77.733494390954
68,4,77.733495039735
69,4,77.733495489643
70,4,77.733495800253
71,4,77.733496013737
72,4,77.733496159812
73,4,77.733496259315
74,4,77.733496326791
75,4,77.733496372343
76,4,77.733496402957
77,4,77.733496423438
78,4,77.73349643708
79,4,77.733496446124
80,4,77.733496452093
81,4,77.733496456015
82,4,77.73349645858
83,4,77.733496460251
84,4,77.733496461333
85,4,77.733496462032
86,4,77.733496462481
87,4,77.733496462767
88,4,77.73349646295
89,4,77.733496463066
90,4,77.733496463139
91,4,77.733496463184
92,4,77.733496463213
93,4,77.733496463231
94,4,77.733496463242
95,4,77.733496463249
96,4,77.733496463253
97,4,77.733496463255
98,4,77.733496463256
99,4,77.733496463257
100,4,77.733496463257
101,4,77.733496463256
102,4,77.733496463255
103,4,77.733496463253
104,4,77.733496463249
105,4,77.733496463242
106,4,77.733496463231
107,4,77.733496463213
108,4,77.733496463184
109,4,77.733496463139
110,4,77.733496463066
111,4,77.73349646295
112,4,77.733496462767
113,4,77.733496462481
114,4,77.733496462032
115,4,77.733496461333
116,4,77.733496460251
117,4,77.73349645858
118,4,77.733496456015
119,4,77.733496452093
120,4,77.733496446124
121,4,77.73349643708
122,4,77.733496423438
123,4,77.733496402957
124,4,77.733496372343
125,4,77.733496326791
126,4,77.733496259315
127,4,77.733496159812
128,4,77.733496013737
129,4,77.733495800253
130,4,77.733495489643
131,4,77.733495039735
132,4,77.733494390954
133,4,77.733493459547
134,4,77.733492128311
135,4,77.733490234015
136,4,77.733487550382
137,4,77.733483765205
138,4,77.733478449722
139,4,77.733471017845
140,4,77.733460672149
141,4,77.733446332676
142,4,77.733426543585
143,4,77.733399351325
144,4,77.733362146477
145,4,77.733311459428
146,4,77.7332426977
147,4,77.733149809946
148,4,77.733024858211
149,4,77.732857476053
150,4,77.732634185317
151,4,77.732337538761
152,4,77.731945049113
153,4,77.731427857438
154,4,77.730749084731
155,4,77.7298618002
156,4,77.72870652765
157,4,77.727208197332
158,4,77.725272434375
159,4,77.722781055998
160,4,77.719586627616
161,4,77.715505901979
162,4,77.710311934819
163,4,77.703724633787
164,4,77.695399453261
165,4,77.684913893686
166,4,77.671751397523
167,4,77.655282150748
168,4,77.634740193743
169,4,77.609196111028
170,4,77.577524395656
171,4,77.538364357363
172,4,77.490073144794
173,4,77.430669054818
174,4,77.357762768999
175,4,77.268473436357
176,4,77.15932553803
177,4,77.02612111597
178,4,76.86378006852
179,4,76.666138582084
180,4,76.425692041236
181,4,76.133263432985
182,4,75.77757056964
183,4,75.344654236272
184,4,74.817112847606
185,4,74.17306466409
186,4,73.384721962888
187,4,72.41640671922
188,4,71.221755850912
189,4,69.739745615885
190,4,67.889001735535
191,4,65.559666326321
192,4,62.601949227586
193,4,58.810704920543
194,4,53.906854793023
195,4,47.521601397093
196,4,39.203560240483
197,4,28.501288334729
198,4,15.226092450292
199,4,0

0,5,0
1,5,11.941934035819
2,5,22.858441254179
3,5,32.219842268592
4,5,39.94280240756
5,5,46.184359278119
6,5,51.183994540055
7,5,55.181102468892
8,5,58.382804089046
9,5,60.957055616782
10,5,63.036024926622
11,5,64.722456067607
12,5,66.096024982534
13,5,67.218702041551
14,5,68.138969158714
15,5,68.895030494182
16,5,69.517223108815
17,5,70.029819876621
18,5,70.45238040844
19,5,70.800768694226
20,5,71.087925352607
21,5,71.324458697372
22,5,71.519101308414
23,5,71.679066061701
24,5,71.810326392356
25,5,71.91783895864
26,5,72.005722113707
27,5,72.077400148444
28,5,72.13572076622
29,5,72.183051421478
30,5,72.221358809723
31,5,72.252274801997
32,5,72.277151376565
33,5,72.297106545787
34,5,72.313062857416
35,5,72.32577973123
36,5,72.335880647945
37,5,72.343876018675
38,5,72.350182415954
39,5,72.355138731163
40,5,72.359019730564
41,5,72.362047407365
42,5,72.364400466223
43,5,72.366222226175
44,5,72.367627185908
45,5,72.368706459786
46,5,72.369532262883
47,5,72.370161597445
48,5,72.370639270976
49,5,72.371000356919
50,5,72.371272192329
51,5,72.371475992533
52,5,72.37162815034
53,5,72.371741276632
54,5,72.371825029925
55,5,72.371886774563
56,5,72.371932100438
57,5,72.371965231389
58,5,72.371989344543
59,5,72.3720068188
60,5,72.37201942722
61,5,72.37202848523
62,5,72.372034964241
63,5,72.37203957829
64,5,72.372042849794
65,5,72.372045159193
66,5,72.372046782242
67,5,72.372047917881
68,5,72.372048708963
69,5,72.37204925758
70,5,72.372049636355
71,5,72.372049896701
72,5,72.372050074849
73,5,72.372050196204
74,5,72.372050278502
75,5,72.372050334062
76,5,72.372050371403
77,5,72.372050396386
78,5,72.372050413026
79,5,72.372050424058
80,5,72.37205043134
81,5,72.372050436125
82,5,72.372050439254
83,5,72.372050441292
84,5,72.372050442613
85,5,72.372050443465
86,5,72.372050444013
87,5,72.372050444363
88,5,72.372050444585
89,5,72.372050444726
90,5,72.372050444815
91,5,72.372050444871
92,5,72.372050444906
93,5,72.372050444928
94,5,72.372050444941
95,5,72.37205044495
96,5,72.372050444955
97,5,72.372050444958
98,5,72.372050444959
99,5,72.37205044496
100,5,72.37205044496
101,5,72.372050444959
102,5,72.372050444958
103,5,72.372050444955
104,5,72.37205044495
105,5,72.372050444941
106,5,72.372050444928
107,5,72.372050444906
108,5,72.372050444871
109,5,72.372050444815
110,5,72.372050444726
111,5,72.372050444585
112,5,72.372050444363
113,5,72.372050444013
114,5,72.372050443465
115,5,72.372050442613
116,5,72.372050441292
117,5,72.372050439254
118,5,72.372050436125
119,5,72.37205043134
120,5,72.372050424058
121,5,72.372050413026
122,5,72.372050396386
123,5,72.372050371403
124,5,72.372050334062
125,5,72.372050278502
126,5,72.372050196204
127,5,72.372050074849
128,5,72.372049896701
129,5,72.372049636355
130,5,72.37204925758
131,5,72.372048708963
132,5,72.372047917881
133,5,72.372046782242
134,5,72.372045159193
135,5,72.372042849794
136,5,72.37203957829
137,5,72.372034964241
138,5,72.37202848523
139,5,72.37201942722
140,5,72.3720068188
141,5,72.371989344543
142,5,72.371965231389
143,5,72.371932100438
144,5,72.371886774563
145,5,72.371825029925
146,5,72.371741276632
147,5,72.37162815034
148,5,72.371475992533
149,5,72.371272192329
150,5,72.371000356919
151,5,72.370639270976
152,5,72.370161597445
153,5,72.369532262883
154,5,72.368706459786
155,5,72.367627185908
156,5,72.366222226175
157,5,72.364400466223
158,5,72.362047407365
159,5,72.359019730564
160,5,72.355138731163
161,5,72.350182415954
162,5,72.343876018675
163,5,72.335880647945
164,5,72.32577973123
165,5,72.313062857416
166,5,72.297106545787
167,5,72.277151376565
168,5,72.252274801997
169,5,72.221358809723
170,5,72.183051421478
171,5,72.13572076622
172,5,72.077400148444
173,5,72.005722113707
174,5,71.91783895864
175,5,71.810326392356
176,5,71.679066061701
177,5,71.519101308414
178,5,71.324458697372
179,5,71.087925352607
180,5,70.800768694226
181,5,70.45238040844
182,5,70.029819876621
183,5,69.517223108815
184,5,68.895030494182
185,5,68.138969158714
186,5,67.218702041551
187,5,66.096024982534
188,5,64.722456067607
189,5,63.036024926622
190,5,60.957055616782
191,5,58.382804089046
192,5,55.181102468892
193,5,51.183994540055
194,5,46.184359278119
195,5,39.94280240756
196,5,32.219842268592
197,5,22.858441254179
198,5,11.941934035819
199,5,0

0,6,0
1,6,9.6906559219803
2,6,18.785570232045
3,6,26.896777727944
4,6,33.874852809355
5,6,39.740322070289
6,6,44.603263998123
7,6,48.605826289574
8,6,51.890037532349
9,6,54.583264931592
10,6,56.793669705541
11,6,58.610510033464
12,6,60.106388284667
13,6,61.339995249049
14,6,62.358715421249
15,6,63.200866301748
16,6,63.897532453853
17,6,64.474031016291
18,6,64.951068734243
19,6,65.345651261217
20,6,65.671797775013
21,6,65.941104229518
22,6,66.16318942206
23,6,66.34605034733
24,6,66.496347143475
25,6,66.619633142654
26,6,66.720541869537
27,6,66.802940046467
28,6,66.870053558472
29,6,66.924571741114
30,6,66.968734152147
31,6,67.004403077469
32,6,67.033124329918
33,6,67.056178371561
34,6,67.074623385292
35,6,67.08933160937
36,6,67.10102000604
37,6,67.11027614567
38,6,67.11758003797
39,6,67.123322522371
40,6,67.127820733354
41,6,67.131331077951
42,6,67.134060097966
43,6,67.136173535429
44,6,67.137803874376
45,6,67.139056593361
46,6,67.140015329988
47,6,67.140746130186
48,6,67.141300930228
49,6,67.141720397976
50,6,67.142036241219
51,6,67.142273074655
52,6,67.142449923045
53,6,67.142581425795
54,6,67.142678797735
55,6,67.142750591765
56,6,67.1428033013
57,6,67.14284183385
58,6,67.142869881462
59,6,67.142890209057
60,6,67.14290487773
61,6,67.142915416832
62,6,67.142922955904
63,6,67.142928325329
64,6,67.14293213272
65,6,67.142934820611
66,6,67.142936709799
67,6,67.142938031745
68,6,67.142938952665
69,6,67.142939591365
70,6,67.142940032359
71,6,67.142940335489
72,6,67.142940542922
73,6,67.142940684234
74,6,67.14294078007
75,6,67.142940844773
76,6,67.14294088826
77,6,67.142940917356
78,6,67.142940936736
79,6,67.142940949586
80,6,67.142940958068
81,6,67.142940963641
82,6,67.142940967287
83,6,67.142940969661
84,6,67.142940971199
85,6,67.142940972192
86,6,67.14294097283
87,6,67.142940973238
88,6,67.142940973497
89,6,67.142940973661
90,6,67.142940973765
91,6,67.14294097383
92,6,67.142940973871
93,6,67.142940973896
94,6,67.142940973912
95,6,67.142940973922
96,6,67.142940973927
97,6,67.142940973931
98,6,67.142940973933
99,6,67.142940973934
100,6,67.142940973934
101,6,67.142940973933
102,6,67.142940973931
103,6,67.142940973927
104,6,67.142940973922
105,6,67.142940973912
106,6,67.142940973896
107,6,67.142940973871
108,6,67.14294097383
109,6,67.142940973765
110,6,67.142940973661
111,6,67.142940973497
112,6,67.142940973238
113,6,67.14294097283
114,6,67.142940972192
115,6,67.142940971199
116,6,67.142940969661
117,6,67.142940967287
118,6,67.142940963641
119,6,67.142940958068
120,6,67.142940949586
121,6,67.142940936736
122,6,67.142940917356
123,6,67.14294088826
124,6,67.142940844773
125,6,67.14294078007
126,6,67.142940684234
127,6,67.142940542922
128,6,67.142940335489
129,6,67.142940032359
130,6,67.142939591365
131,6,67.142938952665
132,6,67.142938031745
133,6,67.142936709799
134,6,67.142934820611
135,6,67.14293213272
136,6,67.142928325329
137,6,67.142922955904
138,6,67.142915416832
139,6,67.14290487773
140,6,67.142890209057
141,6,67.142869881462
142,6,67.14284183385
143,6,67.1428033013
144,6,67.142750591765
145,6,67.142678797735
146,6,67.142581425795
147,6,67.142449923045
148,6,67.142273074655
149,6,67.142036241219
150,6,67.141720397976
151,6,67.141300930228
152,6,67.140746130186
153,6,67.140015329988
154,6,67.139056593361
155,6,67.137803874376
156,6,67.136173535429
157,6,67.134060097966
158,6,67.131331077951
159,6,67.127820733354
160,6,67.123322522371
161,6,67.11758003797
162,6,67.11027614567
163,6,67.10102000604
164,6,67.08933160937
165,6,67.074623385292
166,6,67.056178371561
