
# Curve 0 of 1, 7 points
# Curve title: "extract(m) using 1:2"
# x y type
 20  0.000842094  i
 40  0.00317001  i
 80  0.0129014  i
 120  0.0258595  i
 160  0.0458859  i
 200  0.0712758  i


