
# Curve 0 of 1, 7 points
# Curve title: "extract(m) using 1:2"
# x y type
 20  0.00118148  i
 40  0.00492597  i
 80  0.023152  i
 120  0.052964  i
 160  0.106032  i
 200  0.181178  i


