
# Curve 0 of 1, 11 points
# Curve title: ""< awk -F, 'NR>1 && $1==\"array_map\" {print $2,$6}' benchmark.csv"     using 1:2"
# x y type
 20  0.00518926  i
 40  0.032757  i
 80  0.0864129  i
 120  0.193577  i
 160  0.341392  i
 200  0.535309  i
 500  3.27934  i
 600  4.71664  i
 800  8.38264  i
 1000  13.2246  i


