
# Curve 0 of 1, 7 points
# Curve title: "extract(m) using 1:2"
# x y type
 20  0.000412941  i
 40  0.00186515  i
 80  0.00775743  i
 120  0.0161275  i
 160  0.0295506  i
 200  0.0467175  i


