
# Curve 0 of 1, 7 points
# Curve title: "extract(m) using 1:2"
# x y type
 20  0.000920057  i
 40  0.00306261  i
 80  0.01287  i
 120  0.0259535  i
 160  0.046514  i
 200  0.0721284  i


