
# Curve 0 of 1, 11 points
# Curve title: ""< awk -F, 'NR>1 && $1==\"for\" {print $2,$6}' benchmark.csv"     using 1:2"
# x y type
 20  0.00327937  i
 40  0.0138561  i
 80  0.0594203  i
 120  0.130055  i
 160  0.239075  i
 200  0.365967  i
 500  2.31524  i
 600  3.30658  i
 800  5.87731  i
 1000  9.12168  i


