
# Curve 0 of 1, 7 points
# Curve title: "extract(m) using 1:2"
# x y type
 20  0.000482917  i
 40  0.00184155  i
 80  0.00780106  i
 120  0.0170234  i
 160  0.0289835  i
 200  0.0449885  i


