
# Curve 0 of 1, 7 points
# Curve title: "extract(m) using 1:2"
# x y type
 20  0.00132263  i
 40  0.00494444  i
 80  0.0232525  i
 120  0.0567094  i
 160  0.110456  i
 200  0.194502  i


