
# Curve 0 of 1, 11 points
# Curve title: ""< awk -F, 'NR>1 && $1==\"foreach\" {print $2,$6}' benchmark.csv"     using 1:2"
# x y type
 20  0.00403396  i
 40  0.016721  i
 80  0.0705527  i
 120  0.157148  i
 160  0.280738  i
 200  0.443593  i
 500  2.79707  i
 600  3.96391  i
 800  7.03171  i
 1000  11.1754  i


